id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
10836;X1;2023;Europe;White;Electric;Automatic;36;51565;44095;8413;High
10837;M3;2018;Middle East;Grey;Electric;Manual;17;132446;73295;152;Low
10838;X1;2022;South America;Black;Petrol;Automatic;34;146580;119606;449;Low
10839;X1;2022;Europe;Blue;Electric;Manual;17;102210;82651;5419;Low
10840;5 Series;2011;Europe;White;Hybrid;Automatic;21;21690;54144;2072;Low
10841;i8;2023;South America;Blue;Petrol;Manual;19;129148;57268;5193;Low
10842;X5;2018;Middle East;Grey;Electric;Manual;27;118702;58350;7914;High
10843;X1;2024;Middle East;Grey;Petrol;Manual;27;86356;67515;5280;Low
10844;M3;2015;Middle East;Black;Hybrid;Automatic;44;81116;30583;7519;High
10845;X6;2017;North America;Red;Electric;Manual;23;139039;78427;4163;Low
10846;X5;2019;Middle East;Blue;Hybrid;Manual;18;150201;55095;9638;High
10847;X5;2022;South America;Black;Petrol;Automatic;36;139888;41319;2966;Low
10848;X1;2024;Europe;Grey;Hybrid;Manual;39;159897;31044;2651;Low
10849;M5;2022;Middle East;Black;Petrol;Automatic;25;67084;118096;7658;High
10850;7 Series;2013;Asia;White;Electric;Automatic;36;179982;85237;5930;Low
10851;X6;2011;Asia;Red;Petrol;Automatic;42;196848;114728;1894;Low
10852;X3;2011;Asia;Grey;Electric;Manual;27;10400;103653;4777;Low
10853;5 Series;2018;Middle East;Blue;Petrol;Automatic;33;73151;116733;3057;Low
10854;M5;2010;South America;Silver;Electric;Automatic;20;96437;109719;5336;Low
10855;X5;2021;Asia;Black;Electric;Automatic;16;137844;69840;278;Low
10856;3 Series;2016;South America;Red;Electric;Manual;49;71822;72255;1022;Low
10857;X6;2020;North America;Blue;Diesel;Manual;25;46419;70753;7184;High
10858;i3;2023;Africa;Silver;Electric;Manual;25;99507;91459;6392;Low
10859;i8;2012;Asia;Blue;Diesel;Manual;49;52550;113500;4381;Low
10860;M5;2012;South America;Grey;Diesel;Manual;40;90211;109479;7302;High
10861;X3;2011;Middle East;Grey;Electric;Automatic;35;66730;100940;7512;High
10862;X3;2023;North America;Blue;Electric;Manual;39;72908;75562;4518;Low
10863;X1;2019;Europe;White;Petrol;Manual;40;113156;34347;2091;Low
10864;5 Series;2015;South America;Red;Hybrid;Manual;42;148613;107966;1757;Low
10865;i8;2022;Middle East;White;Hybrid;Automatic;17;126468;59954;3225;Low
10866;X3;2019;Europe;Blue;Hybrid;Manual;29;151980;38796;243;Low
10867;M3;2011;Asia;Blue;Hybrid;Automatic;25;61990;105588;7280;High
10868;X1;2019;North America;Blue;Electric;Manual;17;162666;68908;9354;High
10869;i8;2024;North America;Grey;Electric;Manual;29;70389;117148;9166;High
10870;i3;2013;Europe;Black;Hybrid;Manual;37;118149;92561;4483;Low
10871;5 Series;2019;Middle East;White;Petrol;Manual;21;165706;35665;9934;High
10872;5 Series;2018;Middle East;Blue;Electric;Automatic;26;50650;104601;5380;Low
10873;i8;2018;Africa;Blue;Diesel;Automatic;37;64015;106998;8254;High
10874;i8;2015;Asia;Silver;Petrol;Manual;35;185196;40826;3672;Low
10875;X5;2022;North America;White;Petrol;Automatic;45;73410;110609;3437;Low
10876;3 Series;2013;South America;Black;Petrol;Manual;43;2005;74434;5615;Low
10877;X3;2016;Africa;Red;Electric;Manual;49;55121;113348;3243;Low
10878;X5;2023;Africa;Red;Hybrid;Automatic;36;53330;102245;2308;Low
10879;3 Series;2010;North America;Red;Petrol;Automatic;39;118639;75092;3465;Low
10880;M5;2021;South America;White;Hybrid;Manual;45;110045;59237;9824;High
10881;5 Series;2013;Europe;Red;Hybrid;Manual;44;54818;113221;5041;Low
10882;X6;2014;North America;Blue;Diesel;Manual;40;1709;40759;5141;Low
10883;i3;2017;North America;Blue;Hybrid;Automatic;33;67519;112954;8047;High
10884;i8;2021;North America;Black;Hybrid;Manual;25;178997;70555;9379;High
10885;5 Series;2011;Europe;Silver;Petrol;Automatic;46;94234;116765;6175;Low
10886;i8;2021;Europe;Red;Diesel;Automatic;42;174545;77348;4371;Low
10887;3 Series;2014;Middle East;Blue;Electric;Manual;44;9228;96382;9032;High
10888;M3;2015;Europe;Black;Petrol;Automatic;20;88692;93775;6604;Low
10889;M5;2014;Europe;White;Diesel;Automatic;26;182722;70956;596;Low
10890;5 Series;2024;Asia;Grey;Hybrid;Automatic;30;159774;91490;9178;High
10891;X3;2022;Asia;Blue;Petrol;Automatic;44;104663;114132;5312;Low
10892;X1;2018;Middle East;Silver;Diesel;Automatic;46;172221;56117;5191;Low
10893;5 Series;2019;Africa;Silver;Hybrid;Automatic;25;171766;49160;5321;Low
10894;i3;2010;Middle East;Red;Diesel;Automatic;39;29988;114747;2366;Low
10895;M5;2023;Africa;Black;Petrol;Automatic;18;99680;78693;4957;Low
10896;5 Series;2012;Europe;Red;Petrol;Manual;29;93868;39005;6163;Low
10897;3 Series;2023;Asia;Silver;Diesel;Manual;32;64654;90157;5674;Low
10898;X6;2011;Middle East;Red;Electric;Manual;42;117605;75626;6129;Low
10899;X3;2021;South America;White;Diesel;Manual;46;72698;69912;4340;Low
10900;X5;2022;South America;Blue;Electric;Manual;27;63549;30210;2770;Low
10901;X5;2012;Europe;Black;Petrol;Manual;33;1641;118151;1870;Low
10902;X3;2019;Asia;Red;Hybrid;Automatic;38;172237;98701;5051;Low
10903;X1;2018;South America;White;Electric;Automatic;27;158843;32798;9314;High
10904;M3;2022;Asia;Black;Diesel;Automatic;49;27150;58302;6715;Low
10905;3 Series;2023;North America;Red;Electric;Automatic;46;166391;105733;4173;Low
10906;M3;2018;Middle East;Red;Hybrid;Automatic;25;119580;93152;5629;Low
10907;5 Series;2019;Europe;Silver;Hybrid;Manual;33;86553;114573;6253;Low
10908;7 Series;2011;Asia;Red;Petrol;Manual;23;166677;57486;7500;High
10909;X3;2023;Europe;Blue;Hybrid;Manual;33;32032;84928;503;Low
10910;i8;2012;South America;Red;Electric;Manual;39;182968;97731;5436;Low
10911;i8;2023;South America;Silver;Petrol;Automatic;18;101444;60101;4294;Low
10912;X5;2013;Europe;Grey;Electric;Manual;45;2075;54083;2545;Low
10913;M5;2018;Africa;Grey;Electric;Automatic;36;26750;60715;1366;Low
10914;i3;2012;Middle East;Black;Petrol;Automatic;50;76322;93424;5453;Low
10915;M3;2022;South America;Silver;Hybrid;Manual;16;130473;60187;5107;Low
10916;7 Series;2016;Europe;Black;Hybrid;Automatic;44;61855;42379;7840;High
10917;i3;2021;Middle East;Grey;Diesel;Automatic;43;47964;65762;651;Low
10918;M5;2012;Middle East;Grey;Hybrid;Manual;20;26797;52121;8371;High
10919;X6;2016;North America;Red;Hybrid;Manual;27;44311;106314;1964;Low
10920;3 Series;2016;North America;Silver;Petrol;Automatic;46;70749;104491;4507;Low
10921;X5;2018;North America;Black;Petrol;Automatic;33;197502;90313;6080;Low
10922;7 Series;2011;North America;White;Hybrid;Manual;29;198319;76207;6986;Low
10923;M5;2022;Asia;Silver;Petrol;Manual;47;125877;102017;4935;Low
10924;i8;2015;North America;Silver;Electric;Manual;18;7057;71744;8668;High
10925;X3;2018;Middle East;Silver;Petrol;Manual;32;161546;40159;1668;Low
10926;X6;2021;South America;Grey;Hybrid;Automatic;38;111765;105238;4439;Low
10927;i3;2024;Europe;Silver;Hybrid;Automatic;36;169436;71846;4488;Low
10928;i3;2021;Africa;Blue;Petrol;Automatic;24;126924;110956;3438;Low
10929;X6;2024;Middle East;Blue;Hybrid;Manual;35;77151;97056;5279;Low
10930;X5;2011;Europe;Blue;Electric;Manual;40;13113;49518;9760;High
10931;X1;2011;South America;Grey;Diesel;Manual;35;158827;92903;267;Low
10932;X6;2022;Asia;Blue;Hybrid;Automatic;39;101577;86847;2335;Low
10933;M3;2023;Africa;Red;Electric;Automatic;24;88431;69081;5810;Low
10934;M3;2014;South America;White;Petrol;Automatic;44;153300;62023;8295;High
10935;i8;2019;Middle East;Grey;Hybrid;Automatic;31;22402;86260;5565;Low
10936;X6;2019;South America;Red;Petrol;Automatic;50;49748;74130;7052;High
10937;M5;2021;Middle East;Silver;Diesel;Manual;16;190833;108790;6844;Low
10938;i3;2019;Asia;White;Electric;Automatic;28;68266;49405;5797;Low
10939;M5;2017;Europe;Black;Petrol;Automatic;21;192770;75245;2995;Low
10940;X6;2020;Asia;Grey;Electric;Manual;34;95404;100340;6021;Low
10941;M3;2024;North America;White;Diesel;Automatic;24;52327;106338;5396;Low
10942;5 Series;2018;Asia;Black;Petrol;Manual;41;53630;119211;2993;Low
10943;M3;2011;Middle East;Grey;Petrol;Manual;46;160420;57771;1555;Low
10944;X6;2014;North America;Red;Petrol;Automatic;22;104836;119295;1370;Low
10945;M5;2023;South America;Grey;Electric;Manual;21;128970;98304;2206;Low
10946;X6;2016;North America;Red;Diesel;Manual;46;41919;47520;2395;Low
10947;3 Series;2024;South America;White;Diesel;Automatic;28;139792;70328;573;Low
10948;M5;2015;Asia;Black;Diesel;Automatic;30;49159;98574;9721;High
10949;3 Series;2015;Europe;White;Petrol;Automatic;23;175144;92580;7140;High
10950;5 Series;2016;Africa;Grey;Electric;Manual;30;105326;40216;2961;Low
10951;M3;2012;North America;Black;Diesel;Automatic;23;152597;97573;2263;Low
10952;X6;2022;Europe;Grey;Hybrid;Automatic;38;66330;97194;7787;High
10953;3 Series;2012;North America;Grey;Diesel;Automatic;32;77881;63441;2453;Low
10954;i3;2019;South America;Blue;Petrol;Manual;43;56965;47280;3803;Low
10955;7 Series;2018;Middle East;White;Diesel;Automatic;26;22686;56789;521;Low
10956;7 Series;2023;Asia;Red;Electric;Automatic;33;135738;49472;4910;Low
10957;3 Series;2017;South America;Red;Diesel;Manual;24;34563;39079;5112;Low
10958;X6;2014;South America;Red;Petrol;Automatic;48;44462;95889;9728;High
10959;M5;2015;Africa;Grey;Petrol;Manual;33;112742;46454;7189;High
10960;X3;2020;North America;Silver;Electric;Manual;21;83114;75561;9617;High
10961;M3;2021;Asia;Grey;Petrol;Manual;25;103796;88536;9051;High
10962;M3;2019;South America;Blue;Electric;Automatic;18;167264;67210;5814;Low
10963;X3;2010;Europe;Blue;Hybrid;Manual;16;41822;42686;2463;Low
10964;X6;2019;Africa;Black;Petrol;Manual;33;127803;44439;5971;Low
10965;i3;2021;Africa;Blue;Petrol;Manual;27;98203;101996;2319;Low
10966;i3;2010;Asia;Red;Electric;Automatic;49;158168;87009;267;Low
10967;5 Series;2013;Europe;Red;Diesel;Manual;21;192496;39429;275;Low
10968;X3;2011;Africa;Black;Diesel;Manual;43;148030;113805;7697;High
10969;X3;2020;Africa;Black;Diesel;Manual;26;111504;73443;3278;Low
10970;X1;2016;Middle East;Grey;Diesel;Automatic;23;154360;51369;873;Low
10971;7 Series;2011;Africa;White;Electric;Manual;49;145502;105939;7410;High
10972;M3;2019;Middle East;Silver;Electric;Automatic;43;38253;35408;4391;Low
10973;i3;2011;Europe;Black;Petrol;Automatic;37;108266;74543;597;Low
10974;X1;2014;Europe;Red;Diesel;Manual;39;61456;86697;8850;High
10975;X5;2013;Middle East;Blue;Hybrid;Manual;50;109449;80501;2987;Low
10976;M3;2017;Middle East;Blue;Electric;Manual;36;151855;109189;2355;Low
10977;X6;2013;Africa;Red;Petrol;Manual;19;31039;67502;8723;High
10978;7 Series;2023;Europe;Blue;Petrol;Automatic;17;145118;118977;4637;Low
10979;X1;2021;Europe;Grey;Petrol;Manual;38;168349;71323;5321;Low
10980;i3;2015;Europe;Blue;Electric;Manual;38;151315;69265;7449;High
10981;M3;2014;North America;White;Electric;Automatic;41;5645;56426;662;Low
10982;X6;2020;Africa;Red;Diesel;Automatic;19;161532;76582;7584;High
10983;5 Series;2023;Middle East;Red;Diesel;Automatic;48;47402;51444;4110;Low
10984;M5;2011;Europe;Grey;Hybrid;Automatic;34;20792;109261;7649;High
10985;i8;2020;Asia;Black;Diesel;Manual;38;12690;47484;8375;High
10986;i8;2024;South America;Red;Hybrid;Manual;16;128436;41808;9856;High
10987;5 Series;2022;Africa;White;Petrol;Automatic;49;5214;48198;4757;Low
10988;7 Series;2021;Asia;Red;Hybrid;Automatic;35;140182;76228;2019;Low
10989;X1;2023;South America;Grey;Hybrid;Manual;35;119801;76627;8224;High
10990;3 Series;2017;Middle East;Black;Hybrid;Manual;48;60109;36820;3435;Low
10991;i8;2011;Africa;Black;Diesel;Manual;48;48149;108592;4969;Low
10992;X3;2018;Europe;White;Diesel;Manual;23;104669;36425;9091;High
10993;5 Series;2024;South America;Silver;Hybrid;Automatic;48;68847;63449;1298;Low
10994;7 Series;2018;Asia;Black;Petrol;Automatic;41;184519;66720;4862;Low
10995;X5;2012;Europe;Grey;Hybrid;Automatic;16;100894;109856;8573;High
10996;X6;2013;Africa;Black;Petrol;Automatic;23;5391;85885;4886;Low
10997;M3;2017;Europe;Black;Hybrid;Automatic;29;26677;100905;7322;High
10998;i3;2018;Asia;White;Petrol;Automatic;35;185190;76968;158;Low
10999;M3;2012;Middle East;White;Petrol;Automatic;40;112023;79341;8089;High
11000;X1;2014;South America;Grey;Hybrid;Automatic;22;102932;82987;8171;High
11001;i8;2020;South America;Silver;Electric;Automatic;44;98631;70446;6990;Low
11002;X5;2024;Middle East;White;Diesel;Manual;45;31697;90872;6154;Low
11003;i8;2017;Asia;Blue;Hybrid;Automatic;37;86341;79315;1342;Low
11004;i8;2012;Africa;Grey;Hybrid;Automatic;47;191629;39876;9528;High
11005;X6;2016;North America;White;Diesel;Automatic;43;139894;111521;8482;High
11006;M5;2020;North America;Blue;Diesel;Automatic;23;28934;64804;6200;Low
11007;M5;2017;Asia;White;Diesel;Automatic;43;136568;57919;4639;Low
11008;7 Series;2019;North America;White;Diesel;Automatic;48;163410;97624;7443;High
11009;X5;2020;Asia;Silver;Diesel;Automatic;20;9618;64297;8497;High
11010;X5;2023;Africa;Red;Petrol;Manual;49;188189;119455;5897;Low
11011;X3;2012;Africa;Black;Electric;Automatic;16;101546;108134;7766;High
11012;X5;2011;Africa;White;Diesel;Manual;33;26973;62091;4974;Low
11013;M3;2019;Europe;White;Electric;Manual;42;7694;54257;3108;Low
11014;5 Series;2022;Middle East;White;Electric;Automatic;43;80815;55125;9779;High
11015;X1;2016;Africa;Red;Diesel;Automatic;41;5916;42215;8878;High
11016;X6;2021;South America;Black;Petrol;Automatic;34;193184;39297;1671;Low
11017;X5;2018;Asia;Blue;Hybrid;Manual;38;122662;41428;905;Low
11018;i8;2010;Middle East;Red;Electric;Automatic;39;96039;51553;333;Low
11019;X3;2012;North America;Grey;Electric;Automatic;32;113686;74982;5329;Low
11020;X1;2014;North America;Silver;Petrol;Automatic;36;54781;79403;7120;High
11021;3 Series;2012;North America;Silver;Electric;Manual;45;192982;35824;1575;Low
11022;3 Series;2010;Asia;Black;Petrol;Automatic;26;119101;35696;6932;Low
11023;M5;2024;Middle East;Black;Electric;Automatic;33;140991;85851;8628;High
11024;X6;2016;Africa;Grey;Electric;Automatic;15;131172;113595;349;Low
11025;X6;2016;North America;Red;Petrol;Automatic;39;64118;50580;6819;Low
11026;M5;2019;Europe;Silver;Electric;Automatic;22;20777;90235;8973;High
11027;7 Series;2021;Asia;Red;Hybrid;Automatic;32;78173;52836;4957;Low
11028;i8;2017;Middle East;White;Petrol;Manual;22;23375;52701;2800;Low
11029;3 Series;2014;Africa;Grey;Hybrid;Manual;16;29018;83456;5899;Low
11030;i8;2019;Africa;White;Diesel;Manual;32;36233;41049;3293;Low
11031;5 Series;2021;Europe;Red;Petrol;Automatic;30;196670;46527;5499;Low
11032;5 Series;2014;North America;Blue;Diesel;Automatic;30;106115;65581;5187;Low
11033;M5;2014;South America;Grey;Electric;Manual;22;192509;103836;1856;Low
11034;X1;2010;North America;White;Petrol;Manual;48;173523;54389;6913;Low
11035;3 Series;2019;Europe;Black;Hybrid;Manual;15;86158;59521;2941;Low
11036;M3;2014;North America;Blue;Electric;Automatic;46;55013;53061;1843;Low
11037;i3;2015;North America;Red;Hybrid;Manual;41;42254;80978;4197;Low
11038;M3;2024;Asia;Red;Electric;Automatic;21;91054;71064;5517;Low
11039;X6;2022;Africa;Blue;Diesel;Manual;32;12688;78200;7384;High
11040;i3;2021;Asia;Silver;Diesel;Automatic;50;73171;103926;7982;High
11041;7 Series;2010;South America;Red;Hybrid;Manual;38;148733;37412;7035;High
11042;X3;2020;South America;White;Petrol;Automatic;19;77104;77167;6264;Low
11043;7 Series;2016;Africa;Black;Hybrid;Manual;31;56848;47536;9520;High
11044;i3;2010;Europe;Grey;Electric;Automatic;31;195060;45768;271;Low
11045;i3;2020;Europe;Black;Hybrid;Manual;43;5899;75286;8259;High
11046;X3;2011;North America;Red;Petrol;Manual;47;73226;106900;9652;High
11047;X6;2011;North America;Grey;Diesel;Automatic;18;126173;62096;144;Low
11048;M3;2014;Africa;Red;Hybrid;Manual;26;134809;36344;4006;Low
11049;3 Series;2023;Middle East;Red;Hybrid;Manual;25;94328;34487;7294;High
11050;M3;2019;South America;Grey;Diesel;Manual;50;42863;92271;1219;Low
11051;i8;2022;Africa;White;Petrol;Manual;35;76120;113941;5947;Low
11052;7 Series;2016;Asia;Blue;Electric;Manual;46;34220;58918;9847;High
11053;7 Series;2010;South America;Blue;Petrol;Manual;30;70608;111271;1091;Low
11054;X6;2019;Europe;Red;Electric;Automatic;40;197045;67558;7863;High
11055;i8;2010;South America;Silver;Diesel;Automatic;25;106344;80201;6722;Low
11056;M5;2010;South America;Blue;Hybrid;Automatic;47;35834;33156;8987;High
11057;3 Series;2015;North America;Red;Diesel;Manual;31;107505;70548;7392;High
11058;M3;2011;Europe;Silver;Electric;Manual;43;158782;104572;3568;Low
11059;X1;2010;Africa;Blue;Hybrid;Manual;24;104985;60562;2858;Low
11060;i8;2015;North America;Black;Electric;Manual;39;167618;67293;8360;High
11061;X3;2023;Europe;Blue;Electric;Automatic;29;148724;31333;2026;Low
11062;M3;2011;Asia;Blue;Electric;Manual;16;36922;79404;4921;Low
11063;i8;2015;Asia;Red;Hybrid;Automatic;29;18041;38916;5727;Low
11064;7 Series;2019;Asia;Grey;Hybrid;Automatic;34;53546;78816;5326;Low
11065;i3;2017;Middle East;White;Petrol;Manual;20;197751;45836;6035;Low
11066;M3;2011;North America;Red;Diesel;Manual;21;115611;74660;171;Low
11067;X1;2020;South America;Grey;Petrol;Manual;31;192283;101341;3519;Low
11068;M5;2018;Asia;Silver;Hybrid;Manual;27;41378;103050;6990;Low
11069;3 Series;2017;Europe;Red;Diesel;Manual;30;35206;71088;695;Low
11070;7 Series;2021;Asia;Red;Electric;Manual;31;37984;112987;8094;High
11071;X6;2019;Europe;Silver;Petrol;Automatic;20;199663;101299;3158;Low
11072;3 Series;2010;South America;Red;Diesel;Manual;21;109466;63310;1047;Low
11073;7 Series;2016;South America;Blue;Diesel;Manual;45;59241;34878;8760;High
11074;i8;2023;Africa;Black;Petrol;Automatic;21;132190;117751;1748;Low
11075;X3;2022;Middle East;White;Petrol;Automatic;38;104622;66846;3724;Low
11076;X1;2019;Europe;Red;Petrol;Manual;30;152196;58549;2832;Low
11077;X5;2015;Europe;Blue;Diesel;Manual;49;96804;53290;1136;Low
11078;7 Series;2023;South America;Black;Diesel;Automatic;17;152921;63689;775;Low
11079;i8;2015;Middle East;White;Hybrid;Manual;44;182901;117361;6145;Low
11080;M5;2015;Middle East;Red;Diesel;Automatic;32;152810;63804;3905;Low
11081;M3;2015;Africa;Silver;Hybrid;Manual;15;87108;47373;7785;High
11082;i3;2019;Africa;Silver;Petrol;Automatic;24;18528;102390;8903;High
11083;i8;2016;Middle East;Silver;Petrol;Manual;29;1342;109521;5143;Low
11084;i8;2021;Europe;Blue;Electric;Automatic;26;190591;107146;9703;High
11085;7 Series;2012;North America;White;Hybrid;Automatic;28;155626;36742;5559;Low
11086;X3;2023;North America;Grey;Electric;Manual;47;187228;35031;6689;Low
11087;X5;2015;Middle East;Silver;Electric;Manual;28;130449;37375;2434;Low
11088;X1;2012;Africa;Grey;Petrol;Automatic;30;190882;107994;3320;Low
11089;3 Series;2016;Asia;Black;Hybrid;Automatic;42;172425;53126;3146;Low
11090;X1;2016;South America;Silver;Electric;Manual;43;195494;38280;3886;Low
11091;X1;2017;Europe;Black;Electric;Automatic;18;22112;70070;8216;High
11092;X1;2011;South America;Black;Diesel;Manual;40;53023;118870;766;Low
11093;5 Series;2018;South America;White;Electric;Manual;32;198889;89585;8761;High
11094;7 Series;2022;North America;Black;Electric;Manual;20;178646;83976;2287;Low
11095;X3;2014;South America;Silver;Hybrid;Manual;24;128960;92143;2098;Low
11096;X6;2018;Asia;Blue;Diesel;Manual;17;106861;92184;2346;Low
11097;X5;2019;Europe;Red;Diesel;Manual;28;104995;117761;9322;High
11098;X5;2014;North America;Grey;Petrol;Manual;24;102554;35251;9201;High
11099;X6;2016;Africa;Red;Petrol;Manual;28;16431;71421;3034;Low
11100;X1;2020;Asia;Red;Hybrid;Automatic;35;145574;42660;8311;High
11101;7 Series;2018;Middle East;Silver;Electric;Automatic;41;161728;118286;8733;High
11102;i8;2024;Middle East;Black;Hybrid;Automatic;36;104869;86853;9041;High
11103;i8;2013;North America;Black;Diesel;Automatic;39;7997;65459;9071;High
11104;i3;2011;Africa;Red;Hybrid;Manual;45;189325;110703;1375;Low
11105;M5;2018;Africa;Silver;Diesel;Manual;46;50627;36677;4793;Low
11106;X3;2022;Europe;White;Electric;Manual;45;92127;118016;3291;Low
